Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
15323302019,"Aug 2, 2025, 8:11:09 PM",Afternoon Ride,Ride,,890,4.22,140.0,2,false,,,activities/16364062753.fit.gz,,9.0,890.0,773.0,4228.2,13.57,5.47,27.0,24.0,176.6,187.6,6.6,0.0,,,,,140.0,115.0,,,125.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.751,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
15316777628,"Aug 1, 2025, 8:45:23 PM",Afternoon Ride,Ride,,1123,6.88,150.0,7,false,,,activities/16357117575.fit.gz,,9.0,1123.0,1123.0,6879.3,9.117,6.126,30.0,25.0,174.6,189.4,8.9,0.0,,,,,150.0,130.0,,,209.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.126,763.4,,,,,0.0,,,,,,,,,,,,,,,,""
15309697198,"Aug 1, 2025, 3:38:51 AM",Night Ride,Ride,"",2117,8.03,130.0,5,false,,,activities/16349513840.fit.gz,,9.0,2117.0,1907.0,8029.5,10.06,4.211,57.0,54.0,354.0,365.0,46.6,0.0,,,,,130.0,111.0,,,245.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.793,67.9,,,,,0.0,,,,,,,,,,,,,,,,media/f1b54a74-fd7c-46e3-8512-553249743efa.mp4
15302689883,"Jul 31, 2025, 10:18:44 PM",Afternoon E-Bike Ride,E-Bike Ride,,959,6.94,124.0,2,false,,,activities/16341972195.fit.gz,,9.0,959.0,943.0,6940.9,10.48,7.36,39.0,39.0,173.4,189.6,15.8,0.0,,,,,124.0,103.0,,,101.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.238,765.2,,,,,0.0,,,,,,,,,,,,,,,,""
15302398974,"Jul 31, 2025, 9:19:50 PM",Afternoon Ride,Ride,,1605,6.10,141.0,4,false,,,activities/16341665284.fit.gz,,9.0,1605.0,1393.0,6100.9,8.98,4.38,63.0,47.0,173.8,193.6,28.8,0.3,,,,,141.0,111.0,,,199.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.801,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
15293319102,"Jul 30, 2025, 11:47:50 PM",yasso 800,Run,"",3659,12.15,179.0,104,false,"",On Cloudsurfer,activities/16331989129.fit.gz,,,3659.0,3636.0,12150.5,4.72,3.342,81.0,76.0,171.2,187.0,39.3,0.0,,,87.0,79.0,179.0,156.0,,395.0,906.0,,,104.0,1434673.0,,,,,,,,400.0,3660.0,,,0.0,,1.0,12498.2,,,,,,,,,,,,,,,,19487204.0,,,,,,,,,,,3.321,2323.2,,,,9702.0,0.0,,920.0,301.0,3.437,,,,,,,,,,,,""
15291863618,"Jul 30, 2025, 10:24:27 PM",Afternoon Ride,Ride,,1449,5.77,118.0,2,false,,,activities/16330433548.fit.gz,,9.0,1449.0,1305.0,5772.8,9.24,4.424,50.0,41.0,177.4,190.6,16.0,0.2,,,,,118.0,92.0,,,119.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.984,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
15280983679,"Jul 29, 2025, 11:26:48 PM",Evening Run,Run,Humid,3095,8.06,172.0,67,false,,,activities/16318795742.fit.gz,,,3095.0,2650.0,8062.5,5.18,3.042,42.0,52.0,173.4,192.4,30.8,-0.1,,,84.0,68.0,172.0,147.0,,351.0,676.0,,,67.0,937988.0,,,,,,,,336.0,3096.0,0.0,,0.0,,1.0,8225.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.605,2972.2,,,,7162.0,0.0,,549.0,253.0,3.104,,,,,,,,,,,,""
15270882005,"Jul 29, 2025, 6:06:44 AM",Final reckoning,Ride,Only AMC river east 21 is showing this now 😩,1208,6.33,125.0,3,false,"",,activities/16308113110.fit.gz,,9.0,1208.0,1137.0,6330.1,17.417,5.567,13.0,14.0,177.6,185.6,12.9,0.0,,,,,125.0,112.0,,,152.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.24,602.2,,,,,0.0,,,,,,,,,,,,,,,,""
15270001015,"Jul 29, 2025, 2:25:22 AM",Night Weight Training,Weight Training,,1902,0,162.0,12,false,,,activities/16307128957.fit.gz,,,1902.0,1902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,162.0,120.0,,,271.0,,,12.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,786.0,,,,,,,,,,""
15268712567,"Jul 28, 2025, 10:54:14 PM",Afternoon Ride,Ride,,1299,5.69,122.0,3,false,,,activities/16305748861.fit.gz,,9.0,1299.0,1211.0,5692.6,8.65,4.701,29.0,22.0,175.8,186.0,12.8,0.1,,,,,122.0,99.0,,,125.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.382,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
15258366093,"Jul 27, 2025, 9:15:10 PM",Afternoon Tennis,Workout,"[strava://athletes/88348816/15]William Hammond had to bring his groceries into his crib so had to cut it short. 
3-0 
Looks like this going to be the last time he's playing me during the day time 💀😭😂",5203,2.57,173.0,21,false,"",,activities/16294653193.fit.gz,,,5203.0,3019.0,2573.2,3.3,0.852,0.0,0.0,179.8,179.9,1.5,0.0,,,123.0,11.0,173.0,124.0,,,725.0,,,21.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.495,0.0,,,,4444.0,0.0,,,,,,4444.0,,,,,,,,,,""
15245580668,"Jul 26, 2025, 6:56:33 PM",Afternoon Ride,Ride,,983,5.42,121.0,2,false,,,activities/16281002467.fit.gz,,9.0,983.0,983.0,5426.1,9.053,5.52,18.0,19.0,174.6,182.4,4.2,0.0,,,,,121.0,109.0,,,119.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.52,566.7,,,,,0.0,,,,,,,,,,,,,,,,""
15245306514,"Jul 26, 2025, 5:51:41 PM",Lunch Swim,Swim,"[strava://athletes/18720631/15]Harrison Powell  came thru, unlike [strava://athletes/139177665/12]Jeffrey Tran ",2557,"1,834",164.0,51,false,"",,activities/16280704371.fit.gz,,,2557.0,2557.0,1833.8,1.5,0.717,0.0,0.0,177.2,178.0,1.0,0.0,,,42.0,21.0,164.0,138.0,,,501.0,,24.0,51.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.717,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/2620aa8d-d183-45f1-bcfb-a9089ba6e6ee.mp4
15244840246,"Jul 26, 2025, 5:24:40 PM",Lunch Ride,Ride,,1032,5.26,158.0,16,false,,,activities/16280210121.fit.gz,,9.0,1032.0,960.0,5264.0,7.071,5.483,31.0,23.0,173.8,184.6,44.4,0.2,,,,,158.0,142.0,,,228.0,,,16.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.101,579.5,,,,,0.0,,,,,,,,,,,,,,,,""
15227405743,"Jul 25, 2025, 2:35:29 AM",Night Weight Training,Weight Training,,1498,0,169.0,19,false,,,activities/16261486548.fit.gz,,,1498.0,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,169.0,138.0,,,296.0,,,19.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,634.0,,,,,,,,,,""
15227131826,"Jul 25, 2025, 1:01:31 AM",Evening Ride,Ride,,1303,5.75,129.0,3,false,,,activities/16261183635.fit.gz,,9.0,1303.0,1195.0,5754.7,9.22,4.816,26.0,18.0,177.4,188.6,23.8,0.1,,,,,129.0,110.0,,,160.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.417,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
15216911056,"Jul 24, 2025, 4:03:28 AM",teddy swims,Ride,"",1260,6.78,132.0,4,false,"",,activities/16250274536.fit.gz,,9.0,1260.0,1260.0,6781.8,10.25,5.382,35.0,29.0,173.4,191.0,36.7,0.1,,,,,132.0,117.0,,,179.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.382,568.0,,,,,0.0,,,,,,,,,,,,,,,,""
15216833412,"Jul 24, 2025, 3:53:28 AM",Night E-Bike Ride,E-Bike Ride,,390,2.53,119.0,1,false,,,activities/16250185202.fit.gz,,9.0,390.0,390.0,2535.9,8.84,6.502,10.0,8.0,172.4,180.0,12.0,0.1,,,,,119.0,108.0,,,48.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.502,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
15216481463,"Jul 24, 2025, 1:30:23 AM",Teddy swim,Ride,How dare [strava://athletes/139177665/12]Jeffrey Tran doesn't believe I came for him 😩,2824,7.14,147.0,10,true,,,activities/16249793658.fit.gz,,9.0,2824.0,1900.0,7142.1,8.92,3.759,50.0,61.0,343.6,364.0,26.1,-0.2,,,,,147.0,125.0,,,397.0,,,10.0,,,,,,2.0,,,,,0.0,8.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.529,0.0,,,,,1.55,,,,,,,,,,,,,,,,media/ea3bc5b6-b0e3-42bd-92a0-6e53c5b39861.mp4|media/bdaeec32-a53c-489e-9e81-a31219689445.jpg|media/c7ada9de-8ba6-4853-a66e-6084e912fe6d.jpg
15204392959,"Jul 22, 2025, 11:25:57 PM",Evening Run,Run,"",3166,8.29,167.0,53,false,"",On Cloudsurfer,activities/16236879946.fit.gz,,,3166.0,2640.0,8297.9,5.24,3.143,38.0,49.0,161.2,195.8,42.1,-0.1,,,89.0,65.0,167.0,140.0,,361.0,662.0,,,53.0,953442.0,,,,,,,,350.0,3167.0,,,0.0,,1.0,8450.2,,,,,,,,,,,,,,,,19487204.0,,,,,,,,,,,2.621,3000.1,,,,7018.0,0.0,,608.0,263.0,3.201,,,,,,,,,,,,""
15192197073,"Jul 21, 2025, 11:20:37 PM",Evening Ride,Ride,,1277,4.93,118.0,2,false,,,activities/16223764224.fit.gz,,9.0,1277.0,969.0,4931.0,8.02,5.089,26.0,23.0,287.4,296.2,20.7,0.0,,,,,118.0,94.0,,,108.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.861,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
15169461741,"Jul 19, 2025, 7:07:01 PM",Afternoon Swim,Swim,,3421,"2,000",167.0,61,false,,,activities/16198811324.fit.gz,,,3421.0,2494.0,2000.0,1.32,0.802,0.0,0.0,0.0,0.0,0.0,0.0,,,,22.0,167.0,135.0,,,585.0,,,61.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.585,0.0,,,,,0.0,25.0,,,,,,,,,,,,,,,""
15161596105,"Jul 19, 2025, 6:02:35 AM",Blackpink,Ride,"",1755,8.97,131.0,5,false,,,activities/16190239553.fit.gz,,9.0,1755.0,1704.0,8977.3,9.64,5.268,36.0,35.0,177.6,189.8,33.6,0.0,,,,,131.0,108.0,,,193.0,,,5.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.115,668.5,,,,,0.0,,,,,,,,,,,,,,,,media/becb745b-2ef6-48a6-807f-e566a95430f6.mp4|media/27d16ab7-e22f-47a6-8c2c-b035e4e6024f.jpg
15161593358,"Jul 19, 2025, 12:54:11 AM",Evening Walk,Walk,,1159,0.71,107.0,1,false,,,activities/16190236488.fit.gz,,,1159.0,626.0,715.7,2.03,1.143,11.0,18.0,181.0,194.6,38.6,-1.1,,,79.0,51.0,107.0,94.0,,,86.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.618,0.0,,,,962.0,0.0,,,,,,,,,,,,,,,,""
15159221012,"Jul 18, 2025, 10:01:04 PM",Afternoon Ride,Ride,,472,2.33,132.0,1,false,,,activities/16187559217.fit.gz,,9.0,472.0,472.0,2332.2,7.522,4.941,16.0,6.0,178.0,189.0,8.4,0.4,,,,,132.0,111.0,,,63.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.941,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
15150795130,"Jul 18, 2025, 2:29:59 AM",Night Weight Training,Weight Training,,1844,0,162.0,12,false,,,activities/16178278103.fit.gz,,,1844.0,1844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,162.0,120.0,,,265.0,,,12.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,734.0,,,,,,,,,,""
15149375802,"Jul 17, 2025, 10:32:03 PM",Afternoon Ride,Ride,,1539,6.12,131.0,3,false,,,activities/16176724592.fit.gz,,,1539.0,1362.0,6120.3,8.34,4.494,52.0,45.0,176.8,194.4,44.4,0.2,,,,,131.0,106.0,,,163.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.977,56.9,,,,,,,,,,,,,,,,,,,,,""
15140028068,"Jul 17, 2025, 2:25:43 AM",Night Weight Training,Weight Training,,1775,0,167.0,15,false,,,activities/16166478252.fit.gz,,,1775.0,1775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,167.0,131.0,,,300.0,,,15.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,686.0,,,,,,,,,,""
15138959830,"Jul 16, 2025, 11:20:11 PM",Evening Ride,Ride,,1238,5.82,117.0,2,false,,,activities/16165298853.fit.gz,,,1238.0,1168.0,5819.4,10.72,4.982,46.0,39.0,177.2,189.8,25.3,0.2,,,,,117.0,103.0,,,129.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.701,75.8,,,,,,,,,,,,,,,,,,,,,""
15129033293,"Jul 16, 2025, 2:37:13 AM",Night Tennis,Workout,"4-6
Only playing tennis with [strava://athletes/88348816/15]William Hammond at night moving forward until I can beat him 😅😭😮‍💨",3303,1.82,167.0,8,false,,,activities/16154454510.fit.gz,,,3303.0,2299.0,1825.7,2.76,0.794,0.0,0.0,182.3,182.3,0.0,0.0,,,121.0,56.0,167.0,115.0,,,395.0,,,8.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.553,0.0,,,,3508.0,,,,,,,3508.0,,,,,,,,,,""
15128746193,"Jul 16, 2025, 1:00:44 AM",Evening Ride,Ride,,1236,5.63,125.0,3,false,,,activities/16154128482.fit.gz,,,1236.0,1216.0,5634.8,11.652,4.634,21.0,16.0,175.6,186.6,14.3,0.1,,,,,125.0,113.0,,,157.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.559,0.0,,,,,,,,,,,,,,,,,,,,,""
15127492831,"Jul 15, 2025, 10:55:51 PM",Afternoon E-Bike Ride,E-Bike Ride,,1233,6.06,104.0,1,false,,,activities/16152773234.fit.gz,,,1233.0,971.0,6059.9,10.4,6.241,51.0,46.0,174.0,185.0,13.1,0.0,,,,,104.0,89.0,,,83.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.915,23.7,,,,,,,,,,,,,,,,,,,,,""
15117295684,"Jul 15, 2025, 2:28:34 AM",Night Weight Training,Weight Training,,1920,0,178.0,11,false,,,activities/16141668364.fit.gz,,,1920.0,1920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,178.0,120.0,,,277.0,,,11.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,788.0,,,,,,,,,,""
15115988857,"Jul 14, 2025, 10:48:40 PM",Afternoon Ride,Ride,,1341,4.85,127.0,2,false,,,activities/16140239521.fit.gz,,,1341.0,987.0,4857.9,7.24,4.922,17.0,18.0,198.2,210.6,12.9,0.0,,,,,127.0,107.0,,,147.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.623,0.0,,,,,,,,,,,,,,,,,,,,,""
15106132739,"Jul 13, 2025, 11:14:33 PM",Rough two weeks for my parlay,Run,"Glad that sinner won but damn just play one more set dawg

Last-minute decision to take a detour on the way back ended up me running into [strava://athletes/20397813/11]Brad Swiney for the second time ",6305,17.70,158.0,57,false,"",On Cloudsurfer,activities/16129428103.fit.gz,,,6305.0,5845.0,17708.0,6.56,3.03,79.0,65.0,172.2,187.6,22.6,0.1,,,111.0,78.0,158.0,144.0,,343.0,1300.0,,,57.0,2001555.0,,,,,,,,337.0,6306.0,,,0.0,,1.0,18006.3,,,,,,,,,,,,,,,,19487204.0,,,,,,,,,,0.0,2.809,1829.8,,,,15308.0,,,1122.0,253.0,3.081,,,,,,,,,,,,""
15092929083,"Jul 12, 2025, 6:32:23 PM",Afternoon Swim,Swim,,2832,"1,950",183.0,48,false,,,activities/16114900552.fit.gz,,,2832.0,2241.0,1950.0,1.48,0.87,0.0,0.0,0.0,0.0,0.0,0.0,,,,22.0,183.0,140.0,,,535.0,,,48.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.689,0.0,,,,,,25.0,,,,,,,,,,,,,,,""
15073766299,"Jul 10, 2025, 11:13:39 PM",Evening Ride,Ride,,1313,5.81,130.0,3,false,,,activities/16093785051.fit.gz,,,1313.0,1199.0,5809.6,8.833,4.845,46.0,36.0,182.2,207.4,45.2,0.2,,,,,130.0,108.0,,,151.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,1752188672.0,3.0,26.6,25.6,19.5,0.65,1012.1,4.2,5.5,81.0,0.0,1752143104.0,1752197248.0,0.375,,,0.72,5.0,1.0,23601.2,1.0,,,,,0.0,4.425,0.0,,,,,,,,,,,,,,,,,,,,,""
15063581671,"Jul 10, 2025, 12:48:46 AM",Evening Run,Run,"",354,0.89,138.0,1,false,"",On Cloudsurfer,activities/16082617770.fit.gz,,,354.0,320.0,891.7,4.3,2.787,6.0,6.0,182.0,187.6,12.1,0.2,,,116.0,75.0,138.0,125.0,,299.0,69.0,,,1.0,94737.0,,,,,,,,274.0,355.0,0.0,,0.0,,1.0,922.4,1752105600.0,2.0,22.9,21.6,18.8,0.78,1015.1,5.0,7.0,36.0,0.0,1752056704.0,1752110848.0,0.375,,19487204.0,0.48,5.0,0.58,17628.0,0.0,,,,,0.0,2.519,0.0,,,,794.0,,,41.0,206.0,2.882,,,,,,,,,,,,""
15063464212,"Jul 10, 2025, 12:02:31 AM",Evening Run,Run,"",1922,5.63,156.0,14,false,"",On Cloudsurfer,activities/16082487810.fit.gz,,,1922.0,1898.0,5631.2,3.9,2.967,20.0,20.0,178.2,189.6,15.8,0.0,,,82.0,79.0,156.0,139.0,,359.0,421.0,,,14.0,681760.0,,,,,,,,361.0,1923.0,0.0,,0.0,,1.0,5711.9,1752105600.0,1.0,23.2,22.3,20.1,0.83,1015.0,5.3,6.8,36.0,0.0,1752056704.0,1752110848.0,0.375,,19487204.0,0.47,5.0,0.37,17007.0,0.0,,,,,0.0,2.93,1894.1,,,,4992.0,,,392.0,271.0,3.009,,,,,,,,,,,,""
15063021466,"Jul 9, 2025, 11:09:22 PM",Evening Ride,Ride,,1191,5.86,146.0,7,false,,,activities/16082005781.fit.gz,,,1191.0,1092.0,5867.5,15.5,5.373,46.0,36.0,179.6,189.6,46.2,0.1,,,,,146.0,131.0,,,218.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,1752102016.0,3.0,23.9,22.7,19.6,0.77,1014.8,4.9,7.0,23.0,0.0,1752056704.0,1752110848.0,0.375,,,0.52,5.0,0.77,17088.0,1.0,,,,,0.0,4.927,0.0,,,,,,,,,,,,,,,,,,,,,""
15051703091,"Jul 8, 2025, 11:39:52 PM",Evening E-Bike Ride,E-Bike Ride,,644,3.20,162.0,2,false,,,activities/16069812023.fit.gz,,,644.0,553.0,3199.6,7.867,5.786,11.0,13.0,173.2,185.0,12.7,-0.3,,,,,162.0,132.0,,,129.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,1752015616.0,3.0,25.6,24.2,20.4,0.73,1015.5,4.8,7.4,158.0,0.2,1751970176.0,1752024448.0,0.375,,,0.55,5.0,1.0,19423.0,1.0,,,,,0.0,4.968,554.4,,,,,,,,,,,,,,,,,,,,,""
15051703252,"Jul 8, 2025, 10:28:57 PM",jasso 800,Run,something about the workout pace was off today. Had to improvise the pace ,3739,12.14,182.0,85,false,"",On Cloudsurfer,activities/16069812079.fit.gz,,,3739.0,3713.0,12140.5,4.64,3.27,48.0,40.0,172.4,186.2,14.3,0.1,,,111.0,79.0,182.0,157.0,,379.0,923.0,,,85.0,1410885.0,,,,,,,,384.0,3740.0,0.0,,0.0,,1.0,12302.3,1752012032.0,3.0,28.4,27.8,19.3,0.58,1015.6,3.1,6.1,228.0,0.2,1751970176.0,1752024448.0,0.375,,19487204.0,0.51,5.0,1.0,34722.0,2.0,,,,,0.0,3.247,1871.6,,,,9790.0,,,866.0,289.0,3.313,,,,,,,,,,,,""
15039895906,"Jul 7, 2025, 10:23:24 PM",Afternoon Ride,Ride,,1385,5.64,119.0,3,false,,,activities/16056864400.fit.gz,,,1385.0,1252.0,5647.0,12.75,4.51,39.0,34.0,177.0,189.6,16.8,0.2,,,,,119.0,103.0,,,142.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,1751925632.0,1.0,23.3,24.3,16.6,0.66,1017.0,3.5,4.7,44.0,0.0,1751883776.0,1751938048.0,0.375,,,0.0,1.0,0.12,23760.0,3.0,,,,,0.0,4.077,0.0,,,,,,,,,,,,,,,,,,,,,""
15029172859,"Jul 6, 2025, 7:23:57 PM",Afternoon E-Bike Ride,E-Bike Ride,,586,4.33,128.0,1,false,,,activities/16044995072.fit.gz,,,586.0,586.0,4335.7,11.5,7.399,33.0,28.0,171.8,181.6,31.9,0.2,,,,,128.0,107.0,,,70.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,1751828352.0,3.0,24.5,24.5,20.4,0.78,1010.2,2.7,5.6,0.0,0.8,1751797376.0,1751851648.0,0.375,,,0.6,5.0,1.0,18921.0,5.0,,,,,0.0,7.399,0.0,,,,,,,,,,,,,,,,,,,,,""
15027783619,"Jul 6, 2025, 2:58:10 PM",Morning Tennis,Workout,"1-6 6-7 (5-7) 
Learned a lot about my weakness today and managed to overcome most of them. Frustrating but rewarding day ",7497,4.30,176.0,33,false,,,activities/16043480137.fit.gz,,,7497.0,5297.0,4305.5,3.82,0.813,0.0,0.0,180.3,180.6,3.0,0.0,,,124.0,60.0,176.0,128.0,,,1060.0,,,33.0,,,,,,,,,,,0.0,,0.0,,1.0,,1751810432.0,3.0,26.4,25.6,21.8,0.76,1009.7,5.0,8.7,239.0,0.0,1751797376.0,1751851776.0,0.375,,,0.67,5.0,0.82,20929.0,3.0,,,,,0.0,0.574,0.0,,,,6984.0,,,,,,,6984.0,,,,,,,,,,media/4245fe35-6014-4c4e-b680-852260fb0471.jpg|media/8cd87f3c-9caa-4ac3-a7d4-bc43b74a5f4d.jpg|media/dee2a5a5-80e4-4600-a2fd-ed2f49eb5377.mp4
15025074789,"Jul 6, 2025, 12:26:23 PM",Turns out I'm supposed to be at wicker Park farmers market,Ride,"",1437,6.37,137.0,3,false,,,activities/16040530952.fit.gz,,,1437.0,1263.0,6376.1,8.25,5.048,27.0,26.0,175.0,186.6,19.5,0.1,,,,,137.0,112.0,,,178.0,,,3.0,,,,,,,,,,,0.0,,0.0,,1.0,,1751803136.0,3.0,22.8,22.3,19.8,0.83,1010.6,3.9,9.7,230.0,0.1,1751797376.0,1751851776.0,0.375,,,0.63,5.0,0.8,19843.0,1.0,,,,,0.0,4.437,0.0,,,,,,,,,,,,,,,,,,,,,""
15020690463,"Jul 6, 2025, 2:40:38 AM",Night Ride,Ride,,993,4.02,130.0,2,false,,,activities/16035673222.fit.gz,,,993.0,945.0,4027.1,7.04,4.261,21.0,18.0,177.4,186.0,24.3,0.0,,,,,130.0,112.0,,,129.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,1751767168.0,1.0,26.8,25.5,17.9,0.58,1011.9,4.4,9.0,204.0,0.0,1751710848.0,1751765376.0,0.375,,,0.0,1.0,0.04,44129.0,0.0,,,,,0.0,4.055,569.1,,,,,,,,,,,,,,,,,,,,,""
15017657386,"Jul 5, 2025, 5:11:34 PM",Lunch Swim,Swim,,3030,"1,875",170.0,30,false,,,activities/16032281400.fit.gz,,,3030.0,2265.0,1875.0,2.08,0.828,0.0,0.0,0.0,0.0,0.0,0.0,,,,21.0,170.0,128.0,,,453.0,,,30.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.619,0.0,,,,,,25.0,,,,,,,,,,,,,,,""
